,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
29215,0.301,3,0.07,1,0.533,2,0,4,0,1,0.0,0.0,0.398,0,0
29216,0.151,2,0.113,5,0.6,0,2,3,0,0,0.0,0.0,0.398,0,0
29217,0.068,2,0.198,1,0.533,0,2,0,0,0,0.0,0.0,0.398,0,0
29218,0.041,2,0.153,1,0.533,0,10,5,0,0,0.0,0.0,0.398,22,0
29219,0.11,2,0.079,5,0.6,0,4,3,0,1,0.0,0.0,0.398,0,0
29220,0.137,2,0.24,5,0.6,0,10,4,0,0,0.0,0.0,0.5,0,0
29221,0.041,2,0.151,1,0.533,0,5,4,0,0,0.0,0.0,0.398,0,0
29223,0.356,1,0.1,12,0.333,2,7,4,0,0,0.0,0.0,0.245,0,0
29224,0.301,2,0.131,5,0.6,2,0,0,0,1,0.0,0.0,0.398,0,0
29225,0.137,2,0.115,0,0.8,0,3,0,0,0,0.0,0.0,0.449,0,0
29226,0.0,2,0.138,12,0.333,0,5,3,0,1,0.0,0.0,0.041,0,0
29227,0.315,0,0.087,10,0.933,1,3,1,0,0,0.0,0.0,0.724,0,0
29228,0.452,2,0.136,5,0.6,1,10,1,0,0,0.0,0.0,0.48,0,1
29229,0.082,5,0.128,0,0.8,0,0,3,0,1,0.0,0.0,0.347,0,0
29230,0.589,2,0.112,1,0.533,1,5,1,0,0,0.073,0.0,0.653,0,1
29231,0.178,2,0.174,1,0.533,0,1,0,0,1,0.0,0.0,0.398,0,0
29232,0.096,2,0.127,1,0.533,1,2,1,0,0,0.0,0.0,0.5,0,0
29233,0.082,2,0.013,0,0.8,0,0,3,0,1,0.0,0.0,0.194,0,0
29234,0.096,2,0.167,0,0.8,1,3,1,0,0,0.05,0.0,0.296,0,0
29235,0.384,1,0.175,0,0.8,1,10,1,0,0,0.0,0.0,0.194,0,0
29236,0.562,5,0.044,5,0.6,1,1,1,0,0,0.073,0.0,0.602,0,1
29237,0.068,2,0.068,5,0.6,0,5,5,0,0,0.0,0.0,0.194,0,0
29238,0.329,2,0.118,5,0.6,0,2,0,0,0,0.0,0.0,0.398,0,0
29239,0.425,2,0.29,7,0.2,1,8,1,0,0,0.0,0.0,0.398,0,1
29240,0.192,2,0.121,1,0.533,2,8,5,0,0,0.0,0.0,0.398,0,0
29241,0.219,2,0.092,10,0.933,1,3,1,0,0,0.0,0.454,0.5,0,1
29242,0.438,5,0.205,0,0.8,1,1,1,0,0,0.0,0.0,0.5,0,0
29243,0.178,2,0.099,0,0.8,1,3,1,0,0,0.077,0.0,0.5,0,1
29244,0.288,2,0.032,1,0.533,0,10,0,0,0,0.0,0.0,0.398,0,0
29245,0.562,4,0.013,1,0.533,1,6,1,0,0,0.0,0.0,0.48,0,0
29246,0.562,2,0.087,0,0.8,2,3,0,0,1,0.0,0.0,0.5,0,0
29247,0.603,1,0.128,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,0
29248,0.562,2,0.108,1,0.533,1,5,1,0,0,0.077,0.0,0.398,0,1
29249,0.205,2,0.131,9,0.667,1,9,1,0,0,0.0,0.0,0.449,0,1
29250,0.219,1,0.112,1,0.533,2,10,0,0,0,0.0,0.0,0.5,0,0
29251,0.151,2,0.197,0,0.8,4,1,0,0,1,0.0,0.0,0.5,0,1
29252,0.068,2,0.052,5,0.6,0,4,3,0,1,0.0,0.0,0.102,0,0
29253,0.247,2,0.117,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,1
29254,0.575,2,0.107,1,0.533,1,5,1,0,0,0.0,0.0,0.551,0,0
29256,0.452,1,0.136,1,0.533,1,5,1,1,0,0.0,0.0,0.398,0,0
29257,0.534,5,0.013,14,0.467,6,1,0,0,1,0.0,0.0,0.398,0,0
29258,0.26,1,0.093,1,0.533,0,10,0,0,0,0.0,0.0,0.398,0,0
29260,0.151,2,0.205,5,0.6,1,5,1,3,0,0.0,0.0,0.602,0,0
29261,0.342,2,0.154,9,0.667,1,3,1,1,0,0.0,0.0,0.398,0,1
29262,0.589,2,0.131,1,0.533,1,4,1,0,0,0.0,0.0,0.398,0,0
29263,0.329,5,0.147,5,0.6,1,5,1,0,0,0.0,0.0,0.918,0,0
29264,0.342,2,0.107,0,0.8,1,9,1,0,0,0.073,0.0,0.449,0,1
29265,0.26,2,0.092,1,0.533,1,10,1,0,0,0.0,0.0,0.551,0,1
29266,0.479,4,0.052,3,0.867,1,3,1,0,0,0.0,0.0,0.398,0,1
29267,0.342,1,0.16,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,0
29268,0.123,4,0.04,5,0.6,1,11,1,0,0,0.0,0.0,0.551,0,1
29269,0.192,4,0.084,0,0.8,2,3,4,0,1,0.0,0.0,0.398,0,0
29270,0.411,2,0.144,11,0.133,4,5,4,0,1,0.0,0.0,0.398,4,0
29271,0.247,2,0.138,5,0.6,1,8,1,0,0,0.0,0.0,0.5,0,0
29272,0.027,2,0.038,4,0.267,0,2,3,0,0,0.0,0.0,0.245,0,0
29273,0.575,1,0.046,5,0.6,1,5,2,0,1,0.0,0.0,0.806,0,1
29274,0.288,2,0.131,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
29275,0.26,2,0.127,0,0.8,1,1,1,0,0,0.0,0.0,0.5,0,0
29276,0.247,2,0.261,3,0.867,0,1,0,0,1,0.0,0.0,0.551,0,0
29277,0.301,2,0.069,1,0.533,1,7,1,0,0,0.0,0.0,0.296,0,0
29278,0.644,2,0.069,5,0.6,4,4,0,0,0,0.0,0.0,0.398,0,0
29279,0.0,4,0.018,12,0.333,0,4,3,0,1,0.0,0.0,0.245,0,0
29280,0.438,2,0.094,5,0.6,1,4,1,0,0,0.0,0.0,0.316,0,0
29281,0.027,2,0.103,5,0.6,0,4,3,0,1,0.0,0.0,0.245,0,0
29282,0.26,1,0.113,1,0.533,1,3,2,0,1,0.031,0.0,0.398,0,0
29283,0.123,2,0.163,1,0.533,0,2,0,0,0,0.0,0.0,0.449,0,0
29284,0.137,2,0.112,11,0.133,0,13,5,0,1,0.022,0.0,0.398,22,0
29285,0.671,2,0.068,0,0.8,1,3,1,0,0,0.201,0.0,0.398,0,1
29286,0.288,2,0.208,7,0.2,1,0,1,0,0,0.0,0.0,0.398,0,0
29287,0.11,2,0.147,0,0.8,0,1,5,0,1,0.0,0.0,0.245,0,0
29288,0.027,2,0.059,1,0.533,0,3,0,0,1,0.0,0.0,0.398,0,0
29289,0.178,2,0.216,6,0.733,0,10,0,0,0,0.048,0.0,0.5,0,1
29290,0.068,2,0.107,9,0.667,0,1,4,2,0,0.0,0.0,0.398,27,0
29291,0.589,2,0.128,5,0.6,2,10,3,0,0,0.0,0.0,0.439,0,1
29292,0.507,2,0.2,5,0.6,1,9,1,0,0,0.0,0.454,0.173,0,1
29293,0.397,2,0.14,1,0.533,4,10,0,0,0,0.0,0.0,0.367,0,0
29294,0.219,0,0.012,5,0.6,0,4,3,0,0,0.0,0.0,0.398,0,0
29295,0.466,4,0.095,3,0.867,2,1,0,0,1,0.0,0.0,0.398,0,0
29296,0.356,2,0.113,10,0.933,1,3,1,0,0,0.15,0.0,0.602,0,1
29298,0.589,5,0.099,1,0.533,1,7,1,0,0,0.0,0.0,0.245,0,0
29299,0.301,1,0.092,1,0.533,1,7,1,0,0,0.0,0.0,0.602,0,0
29300,0.082,2,0.053,0,0.8,0,9,3,0,1,0.033,0.0,0.398,0,0
29301,0.301,2,0.111,6,0.733,0,9,0,0,1,0.0,0.0,0.398,0,0
29302,0.315,4,0.042,5,0.6,0,1,0,0,0,0.0,0.0,0.398,0,0
29303,0.425,2,0.103,5,0.6,1,1,1,0,0,0.0,0.0,0.653,0,1
29304,0.096,2,0.021,1,0.533,0,2,5,0,0,0.0,0.0,0.398,0,0
29305,0.205,2,0.079,1,0.533,2,2,0,0,0,0.0,0.0,0.398,0,0
29306,0.192,1,0.15,5,0.6,1,10,1,0,0,0.0,0.0,0.602,0,0
29307,0.301,2,0.112,1,0.533,0,8,0,1,0,0.0,0.0,0.398,0,0
29308,0.137,2,0.219,3,0.867,0,1,3,0,1,0.0,0.0,0.398,0,0
29309,0.384,0,0.203,3,0.867,0,0,0,1,0,0.0,0.0,0.378,0,0
29311,0.192,2,0.126,0,0.8,0,10,0,2,0,0.0,0.0,0.398,36,0
29312,0.63,2,0.08,1,0.533,2,1,0,0,1,0.0,0.0,0.398,0,0
29313,0.384,2,0.184,0,0.8,1,1,1,0,0,0.0,0.0,0.5,0,1
29314,0.151,0,0.12,5,0.6,4,0,4,0,1,0.0,0.0,0.5,0,0
29315,0.082,2,0.08,0,0.8,0,5,3,0,1,0.0,0.0,0.398,0,0
29316,0.452,2,0.09,1,0.533,1,10,1,0,0,0.0,0.0,0.439,0,1
29317,0.219,2,0.061,14,0.467,1,11,1,0,0,0.0,0.0,0.398,0,0
29319,0.137,2,0.255,0,0.8,0,5,0,0,0,0.136,0.0,0.459,0,1
29320,0.164,2,0.047,5,0.6,1,6,1,0,0,0.0,0.0,0.398,0,0
29321,0.26,2,0.201,1,0.533,2,0,4,0,1,0.0,0.0,0.347,0,0
29322,0.589,2,0.353,15,0.067,1,10,1,0,0,0.0,0.0,0.398,4,1
29326,0.082,2,0.028,0,0.8,0,5,3,0,0,0.0,0.0,0.551,0,0
29327,0.288,5,0.111,1,0.533,1,1,1,0,0,0.0,0.0,0.5,0,0
29328,0.589,2,0.117,10,0.933,1,1,1,0,0,0.0,0.0,0.398,0,1
29329,0.041,1,0.027,5,0.6,0,10,0,0,1,0.0,0.0,0.347,0,0
29330,0.274,2,0.135,5,0.6,6,8,4,1,1,0.0,0.0,0.48,0,0
29331,0.274,2,0.143,1,0.533,0,10,4,0,0,0.0,0.0,0.398,0,0
29332,0.562,2,0.127,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
29333,0.11,2,0.019,0,0.8,0,10,3,0,0,0.0,0.0,0.296,8,0
29334,0.137,2,0.052,5,0.6,0,0,4,0,1,0.0,0.0,0.602,0,0
29335,0.219,2,0.211,5,0.6,1,8,1,0,0,0.0,0.0,0.551,0,0
29336,0.356,0,0.012,5,0.6,2,0,0,0,1,0.0,0.0,0.398,0,0
29337,0.055,3,0.114,5,0.6,0,9,3,1,0,0.0,0.0,0.194,0,0
29338,0.384,2,0.139,1,0.533,1,10,1,4,0,0.0,0.0,0.398,4,0
29339,0.37,2,0.142,11,0.133,1,8,1,1,0,0.0,0.0,0.398,0,0
29341,0.493,2,0.226,1,0.533,2,3,0,0,0,0.048,0.0,0.459,0,1
29342,0.192,2,0.116,1,0.533,0,4,3,1,1,0.0,0.0,0.194,0,0
29343,0.014,3,0.06,2,0.4,0,4,3,2,0,0.0,0.0,0.143,11,0
29344,0.041,2,0.076,1,0.533,0,4,3,0,1,0.0,0.0,0.296,0,0
29345,0.205,2,0.027,1,0.533,0,8,0,0,0,0.0,0.0,0.398,0,0
29346,0.425,2,0.329,12,0.333,1,6,1,1,0,0.0,0.0,0.398,0,0
29347,0.397,2,0.402,1,0.533,1,4,1,1,0,0.0,0.0,0.398,0,0
29348,0.151,2,0.109,1,0.533,1,8,1,0,0,0.0,0.0,0.5,0,0
29349,0.137,1,0.234,1,0.533,0,5,0,1,0,0.0,0.0,0.398,0,0
29350,0.014,3,0.181,5,0.6,0,5,3,0,1,0.0,0.0,0.316,0,0
29351,0.712,1,0.116,1,0.533,1,1,1,0,0,0.094,0.0,0.112,0,1
29352,0.452,5,0.161,3,0.867,1,5,1,0,0,0.0,0.0,0.398,0,1
29353,0.356,2,0.088,1,0.533,1,8,2,0,1,0.0,0.0,0.398,34,0
29354,0.205,2,0.134,0,0.8,2,5,4,0,1,0.0,0.0,0.296,0,0
29355,0.356,2,0.108,1,0.533,4,1,0,0,1,0.0,0.0,0.48,0,0
29356,0.479,1,0.085,1,0.533,1,5,1,0,0,0.077,0.0,0.551,0,1
29358,0.247,2,0.086,5,0.6,2,1,0,0,1,0.0,0.0,0.398,0,1
29361,0.397,2,0.102,1,0.533,2,0,3,0,1,0.0,0.0,0.449,0,0
29362,0.562,2,0.13,1,0.533,1,6,1,0,0,0.0,0.0,0.602,0,1
29363,0.397,5,0.122,10,0.933,1,3,1,0,0,0.15,0.0,0.602,0,1
29364,0.315,2,0.102,1,0.533,0,10,0,0,0,0.0,0.0,0.5,0,0
29365,0.11,2,0.17,0,0.8,0,0,3,0,0,0.0,0.0,0.398,0,0
29366,0.068,2,0.219,6,0.733,0,0,0,0,1,0.0,0.0,0.245,0,0
29367,0.219,3,0.044,0,0.8,1,3,1,0,0,0.0,0.0,0.398,0,0
29368,0.438,3,0.149,9,0.667,1,10,1,0,0,0.0,0.0,0.398,0,0
29369,0.616,2,0.053,12,0.333,2,3,4,0,1,0.0,0.0,0.398,0,0
29370,0.534,4,0.098,5,0.6,2,11,0,1,0,0.0,0.0,0.48,0,0
29371,0.096,2,0.049,1,0.533,0,6,4,0,1,0.0,0.0,0.398,4,0
29372,0.342,2,0.006,1,0.533,0,4,0,0,1,0.0,0.0,0.398,0,0
29373,0.329,2,0.113,3,0.867,2,1,4,0,1,0.0,0.0,0.398,0,0
29374,0.082,2,0.135,0,0.8,0,4,0,0,0,0.0,0.0,0.663,16,0
29376,0.247,2,0.22,0,0.8,0,0,5,0,0,0.0,0.0,0.398,0,0
29378,0.068,2,0.184,1,0.533,0,8,3,0,0,0.0,0.0,0.398,4,0
29379,0.205,1,0.015,1,0.533,1,10,1,0,0,0.0,0.0,0.5,0,0
29380,0.11,2,0.27,1,0.533,0,10,3,0,0,0.0,0.0,0.398,0,0
29381,0.671,2,0.112,11,0.133,2,13,0,1,1,0.0,0.0,0.143,0,0
29382,0.123,0,0.191,1,0.533,1,11,1,0,0,0.0,0.0,0.378,0,0
29383,0.397,2,0.035,5,0.6,2,6,3,0,0,0.033,0.0,0.551,0,0
29384,0.521,2,0.12,0,0.8,1,1,1,0,0,0.0,0.0,0.449,0,1
29385,0.096,2,0.007,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
29386,0.11,2,0.112,1,0.533,0,5,4,0,0,0.0,0.0,0.398,0,0
29387,0.068,2,0.065,5,0.6,0,0,0,0,1,0.0,0.0,0.398,0,0
29388,0.192,2,0.125,1,0.533,0,4,0,0,0,0.0,0.0,0.398,0,0
29389,0.178,2,0.176,1,0.533,2,0,0,0,1,0.0,0.0,0.398,0,0
29390,0.507,2,0.087,1,0.533,0,4,0,0,0,0.0,0.0,0.143,0,0
29392,0.534,2,0.053,4,0.267,2,10,0,0,1,0.0,0.0,0.398,0,1
29393,0.411,2,0.054,1,0.533,1,10,1,2,0,0.0,0.0,0.602,28,0
29394,0.164,2,0.151,1,0.533,1,10,1,1,0,0.0,0.0,0.398,0,0
29395,0.493,2,0.094,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
29396,0.068,2,0.119,1,0.533,0,8,4,1,1,0.0,0.0,0.398,0,0
29398,0.342,2,0.225,1,0.533,2,1,0,0,1,0.0,0.0,0.398,0,1
29399,0.055,2,0.171,5,0.6,0,5,5,0,0,0.0,0.0,0.398,0,0
29400,0.26,5,0.104,1,0.533,0,4,0,0,1,0.0,0.0,0.704,0,0
29402,0.712,2,0.136,9,0.667,6,5,0,0,1,0.0,0.0,0.245,0,0
29403,0.192,2,0.067,1,0.533,1,6,1,3,0,0.0,0.0,0.398,0,0
29404,0.425,2,0.076,5,0.6,2,0,4,0,1,0.0,0.0,0.551,0,0
29405,0.082,2,0.032,1,0.533,0,1,0,0,1,0.0,0.0,0.398,0,0
29406,0.096,2,0.156,6,0.733,4,10,4,2,0,0.086,0.0,0.398,0,1
29407,0.411,2,0.387,1,0.533,1,0,1,1,0,0.0,0.0,0.398,0,1
29408,0.26,2,0.037,1,0.533,0,8,4,3,1,0.0,0.0,0.398,0,0
29409,0.301,2,0.199,6,0.733,1,1,1,0,0,0.0,0.0,0.5,0,1
29410,0.068,2,0.117,1,0.533,0,6,0,0,1,0.0,0.0,0.459,0,0
29411,0.137,2,0.181,0,0.8,0,5,0,0,0,0.105,0.0,0.449,0,1
29412,0.26,2,0.288,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
29413,0.507,2,0.277,15,0.067,1,4,1,0,0,0.0,0.0,0.398,4,0
29414,0.219,3,0.055,1,0.533,2,0,4,0,1,0.0,0.0,0.398,0,0
29415,0.342,2,0.095,1,0.533,1,3,1,0,0,0.077,0.0,0.5,0,1
29416,0.479,2,0.09,5,0.6,1,5,1,0,0,0.0,0.0,0.653,0,0
29417,0.082,2,0.133,0,0.8,0,5,3,0,0,0.0,0.0,0.316,0,0
29418,0.219,2,0.148,15,0.067,1,2,1,0,0,0.0,0.0,0.398,4,0
29419,0.178,2,0.112,9,0.667,2,0,0,0,1,0.0,0.0,0.378,0,0
29420,0.247,2,0.136,9,0.667,1,9,1,1,0,0.0,0.0,0.378,2,0
29422,0.137,2,0.095,1,0.533,0,2,3,0,0,0.0,0.0,0.367,0,0
29423,0.096,2,0.051,1,0.533,0,4,3,0,0,0.0,0.0,0.347,0,0
29424,0.37,4,0.093,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
29425,0.616,2,0.085,9,0.667,4,13,0,1,1,0.0,0.0,0.194,0,0
29426,0.384,2,0.011,0,0.8,1,1,1,0,0,0.15,0.0,0.398,0,1
29427,0.795,1,0.136,1,0.533,1,7,1,0,0,0.0,0.0,0.194,0,0
29428,0.411,2,0.122,0,0.8,1,3,1,0,0,0.0,0.0,0.5,0,0
29429,0.644,2,0.122,10,0.933,1,1,1,0,0,0.0,0.0,0.602,0,0
29430,0.507,2,0.061,1,0.533,2,9,0,0,0,0.0,0.0,0.418,0,1
29431,0.329,3,0.337,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
29432,0.219,2,0.112,6,0.733,1,10,1,0,0,0.0,0.0,0.398,0,0
29433,0.041,2,0.161,5,0.6,0,0,3,0,1,0.0,0.0,0.092,0,0
29434,0.466,2,0.111,0,0.8,2,5,0,0,0,0.0,0.0,0.5,0,1
29435,0.384,5,0.073,10,0.933,0,10,0,0,0,0.0,0.0,0.5,0,1
29437,0.356,2,0.37,12,0.333,1,6,1,0,0,0.0,0.0,0.398,29,0
29438,0.178,2,0.052,1,0.533,0,10,3,0,0,0.0,0.345,0.398,0,0
29439,0.205,2,0.142,1,0.533,2,0,3,0,1,0.0,0.0,0.398,0,0
29441,0.603,2,0.206,5,0.6,2,5,0,0,1,0.0,0.0,0.398,0,0
29442,0.055,2,0.127,15,0.067,1,4,5,0,0,0.0,0.0,0.398,7,0
29443,0.534,2,0.175,2,0.4,2,10,0,0,0,0.0,0.0,0.49,0,0
29444,0.151,2,0.012,1,0.533,0,2,5,0,0,0.0,0.0,0.602,0,0
29445,0.082,2,0.124,5,0.6,0,2,3,1,1,0.0,0.0,0.398,0,0
29446,0.521,2,0.12,5,0.6,1,6,1,0,0,0.0,0.0,0.847,0,0
29448,0.219,2,0.236,1,0.533,0,6,0,0,0,0.0,0.0,0.704,0,0
29449,0.068,2,0.093,5,0.6,0,0,3,0,1,0.0,0.0,0.194,0,0
29450,0.356,4,0.096,9,0.667,1,1,1,0,0,0.0,0.0,0.398,0,0
29451,0.205,1,0.033,1,0.533,2,1,4,0,1,0.0,0.0,0.398,0,0
29452,0.288,2,0.12,5,0.6,1,5,2,0,1,0.0,0.0,0.398,0,0
29453,0.014,2,0.211,4,0.267,0,7,3,0,0,0.0,0.0,0.194,0,0
29454,0.247,2,0.063,5,0.6,1,10,1,0,0,0.0,0.0,0.5,0,1
29456,0.164,2,0.064,1,0.533,2,8,3,0,1,0.0,0.0,0.398,0,0
29457,0.027,2,0.222,15,0.067,0,2,0,0,0,0.0,0.0,0.551,4,0
29458,0.301,2,0.105,2,0.4,1,10,1,0,0,0.0,0.0,0.347,0,0
29459,0.164,2,0.146,5,0.6,1,1,1,0,0,0.0,0.433,0.5,0,1
29460,0.384,5,0.018,10,0.933,1,3,1,0,0,0.0,0.0,0.551,0,1
29461,0.37,2,0.179,5,0.6,1,8,1,0,0,0.031,0.0,0.398,0,1
29462,0.342,4,0.124,7,0.2,1,10,1,0,0,0.0,0.0,0.398,0,0
29463,0.233,2,0.156,0,0.8,0,5,0,0,0,0.0,0.0,0.398,0,0
29464,0.479,4,0.151,0,0.8,1,9,1,0,0,0.0,0.0,0.398,0,0
29466,0.644,2,0.031,1,0.533,1,7,1,0,0,0.0,0.0,0.245,23,0
29467,0.178,2,0.007,0,0.8,1,5,1,0,0,0.0,0.0,0.449,0,1
29468,0.356,4,0.113,0,0.8,2,1,4,0,0,0.0,0.0,0.418,9,0
29469,0.438,1,0.073,5,0.6,0,10,4,0,0,0.0,0.0,0.398,0,0
29470,0.247,2,0.182,5,0.6,1,3,1,0,0,0.0,0.0,0.398,0,1
29471,0.274,1,0.228,10,0.933,1,3,1,0,0,0.0,0.0,0.5,0,1
29472,0.438,2,0.123,7,0.2,1,2,1,0,0,0.0,0.0,0.398,0,0
29473,0.027,2,0.214,2,0.4,4,4,3,0,1,0.0,0.0,0.398,0,0
29474,0.068,2,0.131,0,0.8,0,1,3,0,0,0.022,0.0,0.031,0,0
29475,0.192,2,0.033,1,0.533,0,4,3,1,0,0.0,0.0,0.398,0,0
29476,0.123,2,0.143,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
29477,0.37,2,0.014,5,0.6,1,5,1,0,0,0.0,0.0,0.551,0,0
29478,0.288,2,0.11,5,0.6,1,4,2,0,1,0.0,0.0,0.398,0,0
29479,0.219,1,0.235,1,0.533,1,5,1,0,0,0.0,0.0,0.602,0,0
29481,0.014,2,0.173,14,0.467,0,4,3,0,0,0.0,0.0,0.194,0,0
29482,0.205,2,0.166,9,0.667,6,9,4,1,1,0.0,0.0,0.398,0,0
29483,0.137,2,0.071,1,0.533,2,0,0,0,1,0.0,0.0,0.398,0,0
29484,0.151,0,0.044,3,0.867,1,1,1,1,0,0.0,0.0,0.398,2,0
29485,0.178,1,0.405,9,0.667,0,10,0,0,0,0.0,0.0,0.398,0,0
29486,0.219,2,0.074,1,0.533,0,4,0,1,0,0.0,0.0,0.378,0,0
29487,0.781,2,0.048,3,0.867,2,5,0,0,1,0.0,0.0,0.092,0,0
29488,0.26,2,0.101,1,0.533,0,10,0,2,0,0.0,0.0,0.704,27,0
29489,0.26,2,0.085,6,0.733,1,9,1,0,0,0.0,0.0,0.551,0,0
29490,0.164,2,0.154,1,0.533,1,0,2,0,1,0.0,0.472,0.194,0,0
29491,0.301,2,0.169,0,0.8,2,1,4,0,1,0.0,0.0,0.449,0,0
29492,0.11,5,0.081,0,0.8,0,5,0,0,0,0.0,0.0,0.806,0,0
29493,0.055,2,0.03,1,0.533,4,7,3,0,0,0.0,0.0,0.398,0,0
29494,0.301,0,0.088,9,0.667,0,1,4,0,1,0.0,0.0,0.5,0,0
29495,0.288,2,0.1,5,0.6,2,3,0,0,1,0.0,0.0,0.316,0,0
29496,0.041,2,0.145,1,0.533,0,5,0,2,1,0.0,0.0,0.245,0,0
29497,0.466,2,0.199,1,0.533,2,10,0,0,0,0.0,0.0,0.398,0,0
29498,0.055,2,0.014,1,0.533,0,0,4,0,1,0.0,0.0,0.398,0,0
29499,0.26,2,0.119,5,0.6,0,3,0,0,1,0.0,0.0,0.398,0,0
29500,0.452,2,0.204,1,0.533,4,4,4,1,1,0.0,0.0,0.398,0,0
29501,0.288,2,0.141,1,0.533,1,1,1,0,0,0.0,0.0,0.551,0,1
29502,0.11,4,0.315,0,0.8,0,3,0,0,1,0.0,0.0,0.398,0,0
29503,0.082,2,0.102,5,0.6,0,5,3,0,1,0.0,0.0,0.143,0,0
29504,0.26,2,0.199,0,0.8,1,1,1,0,0,0.0,0.0,0.551,0,1
29505,0.329,2,0.131,0,0.8,1,3,1,0,0,0.0,0.0,0.398,9,0
29506,0.233,2,0.106,3,0.867,0,1,0,0,1,0.0,0.0,0.5,0,0
29507,0.027,0,0.077,5,0.6,0,4,3,0,0,0.0,0.0,0.092,0,0
29508,0.014,2,0.094,12,0.333,0,4,3,0,1,0.0,0.0,0.02,0,0
29509,0.26,2,0.066,12,0.333,2,5,3,0,0,0.0,0.0,0.398,0,0
29510,0.397,2,0.06,5,0.6,1,6,1,0,0,0.0,0.433,0.398,0,1
29511,0.164,2,0.136,5,0.6,0,10,3,0,0,0.0,0.0,0.449,0,0
29512,0.082,2,0.102,1,0.533,0,1,0,0,1,0.0,0.0,0.316,0,0
29513,0.247,2,0.011,1,0.533,1,2,1,0,0,0.0,0.0,0.398,0,0
29514,0.247,2,0.188,1,0.533,0,6,3,0,0,0.0,0.0,0.398,0,0
29515,0.315,2,0.114,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,0
29516,0.068,2,0.04,5,0.6,0,6,3,2,0,0.0,0.0,0.398,0,0
29517,0.027,0,0.032,5,0.6,0,0,3,0,1,0.0,0.0,0.143,0,0
29518,0.726,2,0.118,2,0.4,1,6,1,0,0,0.0,0.0,0.398,0,0
29519,0.288,2,0.123,5,0.6,2,6,0,1,0,0.0,0.0,0.551,0,0
29520,0.247,2,0.1,5,0.6,1,5,1,0,0,0.0,0.0,0.5,0,0
29521,0.11,2,0.091,5,0.6,0,4,3,0,1,0.0,0.0,0.347,0,0
29522,0.301,2,0.103,5,0.6,1,10,1,0,0,0.0,0.0,0.449,0,1
29524,0.356,2,0.116,6,0.733,1,3,1,0,0,0.0,0.0,0.5,0,0
29525,0.274,3,0.118,5,0.6,1,0,1,0,0,0.0,0.0,0.398,11,1
29526,0.466,2,0.085,1,0.533,1,4,1,0,0,0.073,0.0,0.398,22,1
29528,0.041,2,0.102,1,0.533,0,4,3,1,0,0.0,0.0,0.398,0,0
29529,0.055,2,0.126,5,0.6,0,0,0,0,1,0.0,0.0,0.398,0,0
29530,0.411,2,0.114,1,0.533,1,2,2,1,1,0.0,0.0,0.398,0,0
29531,0.37,2,0.109,6,0.733,2,9,4,0,1,0.0,0.0,0.398,0,0
29532,0.0,2,0.116,4,0.267,0,2,3,0,0,0.0,0.395,0.143,0,0
29533,0.11,2,0.137,2,0.4,0,4,0,0,0,0.0,0.0,0.398,0,0
29534,0.356,0,0.279,8,1.0,0,3,0,0,1,0.0,0.0,0.398,0,0
29535,0.397,3,0.135,9,0.667,1,0,1,0,0,0.0,0.0,0.398,0,1
29536,0.342,2,0.117,5,0.6,1,8,1,0,0,0.0,0.0,0.602,0,0
29537,0.397,4,0.082,3,0.867,2,3,0,3,0,0.0,0.0,0.398,0,0
29538,0.068,2,0.013,5,0.6,0,4,0,0,1,0.0,0.0,0.296,0,0
29539,0.438,2,0.092,1,0.533,1,6,1,1,0,0.0,0.0,0.398,0,0
29540,0.055,2,0.1,1,0.533,1,8,1,0,0,0.0,0.0,0.5,0,0
29541,0.493,2,0.185,3,0.867,1,0,2,0,1,0.0,0.0,0.398,0,1
29542,0.356,2,0.182,5,0.6,2,10,4,0,0,0.0,0.0,0.418,0,0
29543,0.068,2,0.057,1,0.533,0,4,3,0,0,0.0,0.0,0.5,0,0
29544,0.219,2,0.233,0,0.8,0,3,0,0,1,0.105,0.0,0.449,0,1
29545,0.151,2,0.107,9,0.667,0,0,3,0,1,0.0,0.0,0.398,0,0
29546,0.11,2,0.148,5,0.6,0,9,4,0,1,0.0,0.0,0.235,0,0
29547,0.315,2,0.121,0,0.8,1,1,1,2,0,0.0,0.0,0.398,26,1
29548,0.452,2,0.145,5,0.6,1,9,1,0,0,0.0,0.0,0.449,0,1
29549,0.425,1,0.245,5,0.6,2,5,4,0,0,0.0,0.0,0.653,0,1
29550,0.178,2,0.017,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
