,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
3629,2,0.264,0.252,0.044,0.029,0.02,0.024,0.027,0.179
3630,2,0.284,0.286,0.062,0.035,0.028,0.024,0.033,0.214
3631,2,0.297,0.277,0.075,0.045,0.039,0.035,0.035,0.143
3632,2,0.304,0.286,0.066,0.047,0.038,0.036,0.042,0.143
3633,2,0.304,0.277,0.058,0.042,0.034,0.02,0.033,0.143
3634,2,0.385,0.353,0.075,0.066,0.048,0.067,0.053,0.179
3635,2,0.399,0.37,0.084,0.09,0.068,0.072,0.081,0.179
3636,2,0.426,0.395,0.08,0.097,0.09,0.059,0.076,0.25
3637,2,0.486,0.454,0.088,0.12,0.089,0.109,0.103,0.179
3638,2,0.493,0.479,0.093,0.121,0.082,0.106,0.123,0.25
3639,2,0.493,0.445,0.084,0.115,0.1,0.077,0.098,0.25
3640,2,0.5,0.487,0.106,0.142,0.113,0.108,0.128,0.214
3641,2,0.527,0.529,0.102,0.144,0.101,0.122,0.143,0.286
3642,2,0.527,0.504,0.106,0.175,0.159,0.13,0.138,0.25
3643,2,0.534,0.487,0.106,0.13,0.102,0.08,0.123,0.25
3644,2,0.541,0.521,0.093,0.147,0.11,0.13,0.125,0.214
3645,2,0.541,0.471,0.088,0.156,0.127,0.113,0.133,0.286
3646,2,0.541,0.496,0.111,0.149,0.127,0.103,0.134,0.286
3647,2,0.554,0.521,0.111,0.15,0.109,0.126,0.149,0.25
3648,2,0.561,0.563,0.106,0.18,0.148,0.135,0.172,0.286
3649,2,0.595,0.588,0.115,0.202,0.143,0.176,0.193,0.286
3650,2,0.601,0.605,0.124,0.225,0.197,0.184,0.169,0.25
3651,2,0.608,0.588,0.111,0.232,0.2,0.197,0.166,0.321
3652,1,0.608,0.622,0.124,0.309,0.282,0.239,0.22,0.321
3653,2,0.615,0.622,0.115,0.276,0.262,0.263,0.213,0.286
3654,2,0.615,0.613,0.124,0.239,0.171,0.244,0.206,0.286
3655,0,0.615,0.597,0.111,0.272,0.232,0.227,0.213,0.286
3656,2,0.615,0.571,0.111,0.22,0.199,0.142,0.193,0.357
3657,0,0.622,0.588,0.124,0.258,0.225,0.205,0.188,0.214
3658,2,0.622,0.664,0.137,0.285,0.245,0.194,0.257,0.321
3659,0,0.635,0.597,0.124,0.26,0.234,0.197,0.21,0.286
3660,1,0.635,0.597,0.111,0.231,0.197,0.172,0.203,0.321
3661,2,0.642,0.605,0.133,0.28,0.237,0.231,0.234,0.321
3662,2,0.642,0.664,0.124,0.266,0.231,0.174,0.238,0.25
3663,2,0.642,0.58,0.119,0.253,0.222,0.196,0.219,0.286
3664,2,0.649,0.63,0.133,0.277,0.231,0.23,0.245,0.286
3665,2,0.676,0.664,0.128,0.308,0.314,0.236,0.215,0.286
3666,2,0.676,0.647,0.133,0.347,0.326,0.282,0.237,0.25
3667,1,0.689,0.613,0.137,0.366,0.293,0.292,0.317,0.357
3668,1,0.689,0.689,0.128,0.348,0.29,0.282,0.282,0.321
3669,2,0.689,0.681,0.124,0.27,0.219,0.201,0.263,0.286
3670,0,0.696,0.689,0.119,0.35,0.284,0.261,0.278,0.25
3671,2,0.703,0.697,0.119,0.331,0.291,0.242,0.285,0.321
3672,1,0.703,0.647,0.119,0.341,0.336,0.225,0.255,0.321
3673,1,0.703,0.681,0.137,0.37,0.306,0.315,0.306,0.321
3674,1,0.703,0.664,0.146,0.382,0.329,0.332,0.277,0.393
3675,0,0.709,0.697,0.142,0.358,0.296,0.265,0.302,0.321
3676,1,0.709,0.748,0.142,0.397,0.342,0.336,0.306,0.321
3677,0,0.716,0.731,0.146,0.398,0.33,0.292,0.353,0.357
3678,1,0.716,0.731,0.133,0.401,0.289,0.332,0.347,0.321
3679,0,0.723,0.664,0.168,0.382,0.347,0.328,0.291,0.321
3680,1,0.723,0.739,0.146,0.383,0.304,0.359,0.314,0.286
3681,0,0.73,0.697,0.155,0.439,0.381,0.377,0.314,0.357
3682,0,0.736,0.748,0.159,0.492,0.488,0.367,0.329,0.357
3683,0,0.736,0.79,0.137,0.384,0.305,0.258,0.347,0.321
3684,2,0.736,0.697,0.137,0.341,0.3,0.224,0.282,0.357
3685,0,0.736,0.714,0.146,0.384,0.323,0.338,0.302,0.321
3686,1,0.743,0.723,0.119,0.461,0.41,0.352,0.358,0.464
3687,2,0.743,0.723,0.142,0.407,0.353,0.338,0.329,0.357
3688,2,0.75,0.731,0.15,0.43,0.37,0.278,0.307,0.357
3689,1,0.75,0.756,0.173,0.462,0.346,0.434,0.372,0.286
3690,0,0.764,0.748,0.155,0.45,0.34,0.384,0.402,0.429
3691,0,0.77,0.765,0.168,0.526,0.433,0.389,0.422,0.393
3692,0,0.777,0.782,0.15,0.483,0.413,0.379,0.357,0.357
3693,0,0.777,0.739,0.15,0.451,0.417,0.303,0.396,0.357
3694,0,0.777,0.739,0.142,0.427,0.369,0.354,0.317,0.321
3695,1,0.777,0.782,0.173,0.453,0.402,0.323,0.38,0.321
3696,0,0.777,0.79,0.181,0.505,0.463,0.402,0.432,0.429
3697,0,0.777,0.765,0.155,0.408,0.333,0.266,0.382,0.393
3698,1,0.777,0.765,0.155,0.477,0.386,0.415,0.386,0.321
3699,0,0.777,0.79,0.168,0.484,0.401,0.389,0.397,0.357
3700,1,0.791,0.798,0.15,0.506,0.418,0.406,0.395,0.321
3701,0,0.791,0.765,0.159,0.446,0.336,0.307,0.336,0.321
3702,1,0.797,0.815,0.173,0.624,0.571,0.475,0.467,0.357
3703,1,0.804,0.765,0.137,0.452,0.376,0.4,0.355,0.357
3704,0,0.804,0.815,0.173,0.43,0.357,0.359,0.329,0.357
3705,1,0.804,0.815,0.177,0.516,0.432,0.431,0.414,0.286
3706,1,0.811,0.807,0.164,0.551,0.472,0.529,0.397,0.357
3707,0,0.811,0.765,0.15,0.54,0.543,0.418,0.338,0.357
3708,1,0.811,0.798,0.173,0.53,0.416,0.493,0.422,0.286
3709,0,0.824,0.832,0.168,0.667,0.598,0.539,0.486,0.321
3710,0,0.824,0.807,0.155,0.506,0.428,0.325,0.457,0.357
3711,0,0.851,0.832,0.186,0.509,0.44,0.428,0.459,0.357
3712,1,0.851,0.798,0.15,0.553,0.411,0.518,0.437,0.321
3713,0,0.858,0.84,0.155,0.757,0.837,0.49,0.431,0.357
3714,1,0.878,0.849,0.164,0.634,0.586,0.483,0.432,0.357
3715,0,0.953,0.916,0.186,0.902,0.803,0.756,0.671,0.357
3716,2,0.216,0.126,0.066,0.055,0.045,0.048,0.045,0.143
3717,2,0.372,0.328,0.088,0.141,0.115,0.082,0.124,0.214
3718,2,0.385,0.328,0.102,0.164,0.141,0.138,0.126,0.214
3719,2,0.412,0.378,0.084,0.101,0.11,0.057,0.065,0.214
3720,1,0.412,0.445,0.102,0.229,0.217,0.174,0.162,0.214
3721,0,0.48,0.429,0.115,0.229,0.183,0.214,0.182,0.286
3722,2,0.527,0.513,0.093,0.159,0.147,0.209,0.102,0.286
3723,2,0.534,0.504,0.106,0.173,0.118,0.147,0.131,0.286
3724,1,0.554,0.521,0.133,0.323,0.278,0.261,0.271,0.214
3725,0,0.568,0.538,0.137,0.345,0.302,0.3,0.245,0.286
3726,2,0.574,0.571,0.128,0.278,0.223,0.238,0.243,0.25
3727,0,0.581,0.58,0.133,0.274,0.231,0.206,0.183,0.214
3728,2,0.588,0.538,0.133,0.297,0.258,0.205,0.253,0.321
3729,0,0.588,0.546,0.119,0.24,0.23,0.186,0.168,0.286
3730,0,0.595,0.529,0.102,0.217,0.229,0.203,0.144,0.286
3731,1,0.642,0.605,0.159,0.412,0.337,0.396,0.308,0.286
3732,1,0.676,0.613,0.168,0.624,0.614,0.496,0.407,0.321
3733,0,0.716,0.672,0.142,0.396,0.358,0.359,0.269,0.321
3734,0,0.73,0.756,0.146,0.413,0.329,0.388,0.342,0.321
3735,0,0.73,0.706,0.133,0.367,0.319,0.305,0.281,0.286
3736,0,0.743,0.714,0.159,0.432,0.379,0.391,0.335,0.321
3737,0,0.743,0.697,0.133,0.397,0.373,0.304,0.285,0.286
3738,1,0.757,0.756,0.15,0.447,0.344,0.423,0.352,0.286
3739,1,0.777,0.79,0.146,0.438,0.434,0.327,0.298,0.286
3740,1,0.777,0.748,0.15,0.497,0.466,0.418,0.321,0.357
3741,1,0.804,0.79,0.173,0.485,0.407,0.388,0.404,0.393
3742,1,0.838,0.79,0.181,0.643,0.55,0.529,0.449,0.429
3743,1,0.851,0.84,0.173,0.62,0.477,0.554,0.513,0.393
3744,2,0.27,0.252,0.058,0.035,0.027,0.027,0.032,0.143
3745,2,0.284,0.252,0.062,0.037,0.026,0.037,0.032,0.143
3746,2,0.385,0.353,0.075,0.065,0.045,0.048,0.06,0.214
3747,2,0.419,0.395,0.088,0.09,0.067,0.08,0.084,0.179
3748,2,0.439,0.437,0.088,0.114,0.095,0.096,0.089,0.179
3749,2,0.48,0.462,0.084,0.113,0.079,0.085,0.121,0.214
3750,2,0.486,0.538,0.097,0.146,0.114,0.099,0.143,0.25
3751,2,0.507,0.471,0.102,0.139,0.13,0.093,0.108,0.214
3752,2,0.541,0.504,0.119,0.168,0.144,0.118,0.142,0.25
3753,2,0.541,0.513,0.097,0.159,0.128,0.13,0.128,0.25
3754,2,0.554,0.529,0.124,0.179,0.162,0.115,0.144,0.25
3755,2,0.588,0.571,0.093,0.195,0.157,0.167,0.163,0.25
3756,2,0.595,0.563,0.106,0.199,0.157,0.177,0.177,0.286
3757,2,0.601,0.597,0.124,0.247,0.228,0.169,0.192,0.321
3758,2,0.608,0.58,0.124,0.214,0.175,0.142,0.208,0.286
3759,0,0.615,0.622,0.137,0.279,0.206,0.224,0.257,0.286
3760,0,0.615,0.622,0.115,0.248,0.199,0.183,0.218,0.286
3761,0,0.615,0.613,0.119,0.238,0.197,0.205,0.18,0.321
3762,2,0.615,0.571,0.102,0.168,0.136,0.132,0.146,0.25
3763,2,0.615,0.597,0.133,0.216,0.163,0.2,0.187,0.357
3764,2,0.622,0.58,0.128,0.249,0.205,0.179,0.218,0.321
3765,2,0.622,0.664,0.119,0.257,0.191,0.242,0.263,0.286
3766,1,0.649,0.647,0.124,0.299,0.232,0.225,0.271,0.321
3767,0,0.649,0.681,0.142,0.304,0.224,0.254,0.273,0.321
3768,0,0.655,0.689,0.128,0.314,0.224,0.289,0.267,0.286
3769,1,0.655,0.63,0.128,0.317,0.261,0.305,0.243,0.286
3770,2,0.662,0.63,0.111,0.231,0.189,0.182,0.208,0.286
3771,2,0.676,0.664,0.128,0.281,0.244,0.197,0.258,0.321
3772,0,0.676,0.689,0.106,0.372,0.346,0.287,0.233,0.286
3773,1,0.676,0.681,0.133,0.328,0.223,0.272,0.296,0.286
3774,2,0.682,0.613,0.124,0.248,0.22,0.134,0.223,0.286
3775,0,0.682,0.664,0.137,0.292,0.215,0.259,0.242,0.25
3776,1,0.689,0.613,0.137,0.348,0.297,0.283,0.285,0.429
3777,0,0.689,0.697,0.128,0.338,0.27,0.311,0.263,0.286
3778,2,0.696,0.664,0.111,0.304,0.293,0.199,0.243,0.286
3779,0,0.703,0.714,0.164,0.417,0.353,0.391,0.311,0.321
3780,0,0.73,0.714,0.164,0.432,0.335,0.414,0.327,0.321
3781,0,0.73,0.672,0.115,0.342,0.329,0.239,0.263,0.321
3782,1,0.736,0.748,0.155,0.391,0.329,0.315,0.34,0.357
3783,2,0.736,0.714,0.159,0.4,0.355,0.349,0.303,0.393
3784,0,0.736,0.714,0.137,0.444,0.354,0.492,0.315,0.357
3785,0,0.743,0.739,0.137,0.416,0.339,0.365,0.342,0.286
3786,0,0.743,0.748,0.164,0.439,0.402,0.326,0.332,0.321
3787,0,0.75,0.731,0.142,0.385,0.273,0.294,0.351,0.393
3788,1,0.75,0.706,0.133,0.379,0.291,0.391,0.312,0.25
3789,1,0.77,0.765,0.137,0.399,0.337,0.315,0.339,0.321
3790,1,0.777,0.756,0.155,0.427,0.343,0.344,0.387,0.321
3791,1,0.777,0.739,0.155,0.434,0.354,0.339,0.367,0.357
3792,1,0.784,0.782,0.155,0.521,0.421,0.355,0.447,0.429
3793,1,0.797,0.79,0.159,0.558,0.455,0.301,0.453,0.464
3794,0,0.804,0.782,0.155,0.522,0.421,0.498,0.371,0.321
3795,0,0.811,0.815,0.155,0.55,0.446,0.365,0.509,0.393
3796,1,0.811,0.815,0.186,0.563,0.461,0.418,0.447,0.357
3797,0,0.838,0.882,0.177,0.672,0.453,0.629,0.526,0.429
3798,1,0.838,0.807,0.155,0.481,0.367,0.37,0.462,0.321
3799,1,0.851,0.849,0.15,0.515,0.408,0.418,0.437,0.357
3800,0,0.899,0.882,0.181,0.843,0.548,0.618,0.485,0.393
3801,2,0.176,0.168,0.04,0.017,0.015,0.014,0.012,0.071
3802,2,0.311,0.294,0.066,0.051,0.039,0.039,0.048,0.179
3803,2,0.331,0.294,0.053,0.045,0.041,0.036,0.034,0.214
3804,2,0.378,0.361,0.088,0.079,0.073,0.055,0.062,0.214
3805,0,0.473,0.42,0.097,0.126,0.116,0.115,0.096,0.286
3806,2,0.473,0.429,0.084,0.123,0.11,0.093,0.098,0.25
3807,1,0.507,0.521,0.102,0.208,0.213,0.159,0.131,0.25
3808,0,0.595,0.555,0.115,0.22,0.191,0.169,0.173,0.321
3809,1,0.601,0.538,0.119,0.19,0.148,0.153,0.168,0.25
3810,2,0.608,0.58,0.111,0.2,0.163,0.156,0.173,0.25
3811,0,0.649,0.655,0.115,0.305,0.283,0.203,0.238,0.286
3812,1,0.723,0.731,0.15,0.402,0.309,0.371,0.341,0.393
3813,2,0.372,0.345,0.084,0.078,0.066,0.056,0.068,0.25
3814,2,0.412,0.37,0.084,0.085,0.071,0.063,0.208,0.179
3815,2,0.52,0.479,0.088,0.136,0.121,0.115,0.095,0.25
3816,0,0.527,0.504,0.106,0.188,0.183,0.127,0.138,0.25
3817,0,0.541,0.555,0.106,0.198,0.194,0.118,0.151,0.25
3818,0,0.662,0.655,0.124,0.295,0.272,0.211,0.222,0.286
3819,0,0.669,0.664,0.124,0.328,0.32,0.211,0.249,0.25
3820,0,0.669,0.647,0.128,0.311,0.242,0.257,0.271,0.321
3821,0,0.703,0.681,0.137,0.364,0.287,0.272,0.328,0.321
3822,1,0.716,0.714,0.155,0.413,0.323,0.303,0.353,0.286
3823,1,0.73,0.672,0.119,0.374,0.318,0.346,0.272,0.286
3824,0,0.736,0.681,0.15,0.398,0.359,0.346,0.293,0.214
3825,0,0.743,0.697,0.15,0.412,0.309,0.337,0.392,0.357
3826,1,0.818,0.782,0.164,0.545,0.402,0.519,0.454,0.321
3827,0,0.818,0.815,0.173,0.631,0.374,0.425,0.426,0.357
3828,0,0.818,0.782,0.155,0.546,0.505,0.461,0.371,0.357
3829,1,0.858,0.84,0.15,0.52,0.361,0.5,0.428,0.393
3830,0,0.574,0.555,0.106,0.224,0.154,0.164,0.233,0.464
3831,1,0.635,0.613,0.155,0.266,0.171,0.233,0.273,0.321
3832,1,0.52,0.521,0.102,0.158,0.11,0.109,0.168,0.464
3833,0,0.622,0.597,0.133,0.286,0.231,0.246,0.238,0.357
3834,0,0.351,0.345,0.066,0.077,0.057,0.052,0.083,0.179
3835,1,0.473,0.496,0.088,0.156,0.117,0.099,0.173,0.214
3836,0,0.453,0.454,0.088,0.125,0.098,0.094,0.103,0.286
3837,2,0.128,0.084,0.031,0.011,0.007,0.011,0.003,0.107
3838,2,0.351,0.328,0.084,0.065,0.053,0.065,0.053,0.25
3839,0,0.601,0.622,0.111,0.279,0.249,0.269,0.188,0.25
3840,1,0.615,0.597,0.128,0.292,0.252,0.268,0.243,0.286
3841,0,0.574,0.613,0.111,0.219,0.171,0.197,0.203,0.357
3842,1,0.73,0.706,0.128,0.337,0.263,0.256,0.317,0.286
3843,0,0.676,0.664,0.142,0.338,0.295,0.221,0.268,0.536
3844,0,0.669,0.664,0.137,0.322,0.219,0.249,0.352,0.464
3845,0,0.514,0.496,0.093,0.147,0.109,0.127,0.143,0.357
3846,2,0.399,0.37,0.075,0.072,0.064,0.073,0.078,0.179
3847,0,0.5,0.529,0.111,0.182,0.167,0.114,0.157,0.286
3848,1,0.811,0.807,0.195,0.567,0.415,0.56,0.45,0.464
3849,0,0.419,0.412,0.102,0.121,0.11,0.111,0.101,0.179
3850,1,0.405,0.403,0.097,0.106,0.084,0.075,0.102,0.214
3851,0,0.655,0.647,0.115,0.292,0.162,0.265,0.283,0.321
3852,0,0.642,0.597,0.133,0.277,0.189,0.244,0.273,0.393
3853,1,0.669,0.689,0.137,0.342,0.299,0.343,0.253,0.286
3854,1,0.554,0.58,0.137,0.258,0.158,0.24,0.253,0.357
3855,0,0.453,0.471,0.102,0.155,0.127,0.111,0.133,0.25
3856,2,0.351,0.336,0.075,0.063,0.047,0.053,0.053,0.286
3857,0,0.784,0.773,0.177,0.486,0.297,0.444,0.487,0.536
3858,1,0.662,0.664,0.146,0.345,0.216,0.321,0.367,0.393
3859,1,0.669,0.647,0.168,0.36,0.3,0.272,0.263,0.286
3860,1,0.642,0.689,0.133,0.383,0.24,0.255,0.188,0.464
3861,1,0.75,0.706,0.155,0.503,0.279,0.445,0.487,0.464
3862,0,0.541,0.529,0.111,0.231,0.178,0.226,0.183,0.321
3863,1,0.784,0.748,0.159,0.501,0.341,0.413,0.442,0.607
3864,2,0.331,0.303,0.058,0.048,0.038,0.029,0.048,0.143
3865,0,0.608,0.571,0.146,0.276,0.191,0.184,0.283,0.643
3866,1,0.608,0.63,0.146,0.253,0.194,0.229,0.193,0.321
3867,1,0.574,0.563,0.115,0.224,0.168,0.215,0.193,0.5
3868,1,0.493,0.479,0.119,0.14,0.101,0.124,0.133,0.25
3869,1,0.561,0.555,0.142,0.232,0.164,0.224,0.203,0.286
3870,0,0.635,0.647,0.146,0.263,0.193,0.268,0.248,0.5
3871,1,0.507,0.513,0.097,0.158,0.136,0.107,0.128,0.393
3872,1,0.595,0.58,0.102,0.204,0.128,0.19,0.168,0.286
3873,2,0.345,0.328,0.066,0.049,0.037,0.045,0.048,0.143
3874,1,0.608,0.597,0.133,0.25,0.184,0.198,0.248,0.393
3875,0,0.297,0.286,0.08,0.048,0.032,0.06,0.048,0.286
3876,0,0.635,0.664,0.142,0.304,0.196,0.203,0.362,0.536
3877,1,0.77,0.748,0.199,0.575,0.394,0.533,0.407,0.5
3878,0,0.507,0.504,0.102,0.169,0.12,0.155,0.153,0.321
3879,1,0.723,0.731,0.15,0.416,0.38,0.313,0.292,0.5
3880,2,0.412,0.412,0.088,0.101,0.087,0.073,0.088,0.214
3881,1,0.662,0.672,0.115,0.374,0.295,0.348,0.297,0.321
3882,1,0.804,0.824,0.142,0.545,0.402,0.337,0.492,0.5
3883,0,0.628,0.622,0.106,0.289,0.197,0.201,0.193,0.321
3884,2,0.291,0.286,0.066,0.053,0.047,0.077,0.043,0.286
3885,2,0.453,0.462,0.093,0.118,0.102,0.097,0.108,0.214
3886,1,0.52,0.538,0.106,0.173,0.148,0.115,0.168,0.214
3887,1,0.655,0.647,0.137,0.343,0.29,0.346,0.253,0.286
3888,1,0.676,0.664,0.088,0.329,0.289,0.292,0.233,0.393
3889,0,0.736,0.748,0.177,0.432,0.309,0.346,0.427,0.393
3890,0,0.595,0.58,0.124,0.26,0.198,0.242,0.183,0.536
3891,1,0.655,0.681,0.159,0.343,0.229,0.257,0.352,0.393
3892,1,0.574,0.58,0.133,0.286,0.183,0.147,0.292,0.429
3893,2,0.486,0.504,0.111,0.144,0.103,0.097,0.163,0.286
3894,0,0.568,0.546,0.119,0.222,0.176,0.187,0.213,0.393
3895,1,0.703,0.748,0.159,0.372,0.296,0.252,0.387,0.429
3896,0,0.926,0.874,0.168,0.647,0.472,0.508,0.557,0.464
3897,1,0.73,0.748,0.146,0.416,0.328,0.321,0.342,0.571
3898,1,0.662,0.681,0.133,0.31,0.232,0.253,0.273,0.321
3899,2,0.088,0.084,0.031,0.004,0.003,0.004,0.003,0.107
3900,0,0.5,0.487,0.124,0.168,0.138,0.133,0.107,0.5
3901,1,0.608,0.63,0.111,0.287,0.222,0.218,0.175,0.393
3902,2,0.115,0.109,0.018,0.006,0.004,0.005,0.003,0.107
3903,0,0.757,0.714,0.208,0.376,0.277,0.3,0.357,0.536
3904,0,0.676,0.697,0.146,0.301,0.196,0.235,0.347,0.536
3905,0,0.412,0.361,0.084,0.077,0.055,0.067,0.068,0.179
3906,0,0.23,0.21,0.058,0.022,0.016,0.017,0.018,0.107
3907,2,0.547,0.563,0.133,0.222,0.185,0.176,0.183,0.429
3908,2,0.514,0.521,0.119,0.155,0.101,0.153,0.143,0.286
3909,1,0.514,0.538,0.111,0.162,0.133,0.145,0.118,0.321
3910,0,0.514,0.504,0.119,0.167,0.125,0.122,0.166,0.429
3911,2,0.378,0.361,0.088,0.076,0.055,0.048,0.073,0.321
3912,2,0.601,0.588,0.124,0.239,0.192,0.192,0.203,0.5
3913,2,0.628,0.58,0.128,0.267,0.211,0.238,0.213,0.357
3914,2,0.601,0.563,0.124,0.259,0.162,0.189,0.258,0.643
3915,2,0.655,0.655,0.146,0.364,0.304,0.332,0.273,0.357
3916,1,0.601,0.597,0.142,0.251,0.191,0.201,0.223,0.321
3917,2,0.73,0.681,0.168,0.377,0.291,0.297,0.327,0.429
3918,1,0.77,0.731,0.168,0.462,0.321,0.469,0.342,0.607
3919,2,0.662,0.63,0.119,0.302,0.215,0.233,0.273,0.357
3920,0,0.297,0.294,0.075,0.044,0.028,0.037,0.041,0.25
3921,0,0.405,0.378,0.084,0.078,0.058,0.056,0.078,0.321
3922,2,0.608,0.58,0.124,0.246,0.161,0.21,0.251,0.321
3923,0,0.432,0.378,0.071,0.094,0.066,0.086,0.088,0.393
3924,1,0.574,0.58,0.146,0.251,0.181,0.191,0.223,0.679
3925,1,0.534,0.496,0.102,0.172,0.131,0.167,0.153,0.25
3926,2,0.682,0.613,0.142,0.257,0.183,0.25,0.188,0.464
3927,2,0.574,0.546,0.137,0.236,0.184,0.205,0.178,0.393
3928,2,0.878,0.832,0.195,0.725,0.52,0.579,0.651,0.321
3929,1,0.777,0.773,0.19,0.53,0.379,0.425,0.422,0.536
3930,1,0.804,0.807,0.164,0.565,0.421,0.46,0.467,0.714
3931,2,0.642,0.647,0.146,0.304,0.209,0.222,0.297,0.571
3932,1,0.561,0.529,0.102,0.191,0.114,0.154,0.183,0.357
3933,2,0.216,0.21,0.053,0.02,0.014,0.018,0.016,0.179
3934,2,0.216,0.202,0.071,0.022,0.014,0.022,0.02,0.143
3935,0,0.601,0.597,0.102,0.272,0.176,0.206,0.258,0.357
3936,1,0.541,0.58,0.102,0.191,0.124,0.134,0.208,0.429
3937,0,0.615,0.622,0.097,0.261,0.159,0.211,0.292,0.429
3938,1,0.372,0.37,0.058,0.072,0.049,0.061,0.068,0.321
3939,0,0.649,0.613,0.128,0.307,0.206,0.338,0.248,0.464
3940,0,0.581,0.563,0.093,0.231,0.174,0.236,0.188,0.357
3941,1,0.628,0.647,0.142,0.386,0.262,0.302,0.352,0.5
3942,1,0.608,0.58,0.102,0.222,0.171,0.189,0.178,0.357
3943,0,0.642,0.664,0.155,0.388,0.253,0.282,0.397,0.464
3944,0,0.642,0.647,0.142,0.35,0.233,0.221,0.372,0.679
3945,2,0.216,0.202,0.058,0.021,0.013,0.026,0.017,0.179
3946,0,0.608,0.597,0.146,0.283,0.177,0.261,0.248,0.429
3947,0,0.541,0.521,0.124,0.218,0.135,0.19,0.188,0.536
3948,1,0.615,0.58,0.146,0.273,0.191,0.259,0.228,0.393
3949,1,0.608,0.605,0.133,0.253,0.158,0.224,0.268,0.429
3950,1,0.615,0.622,0.115,0.253,0.142,0.218,0.253,0.429
3951,1,0.527,0.563,0.097,0.224,0.121,0.206,0.223,0.429
3952,2,0.324,0.303,0.071,0.063,0.053,0.059,0.045,0.143
3953,2,0.527,0.504,0.106,0.205,0.171,0.12,0.182,0.25
3954,0,0.554,0.555,0.093,0.196,0.198,0.136,0.131,0.214
3955,2,0.561,0.555,0.106,0.209,0.182,0.147,0.175,0.286
3956,1,0.595,0.571,0.124,0.242,0.188,0.165,0.218,0.393
3957,1,0.649,0.647,0.137,0.359,0.331,0.244,0.261,0.321
3958,1,0.723,0.748,0.159,0.509,0.348,0.491,0.332,0.286
3959,1,0.818,0.832,0.168,0.639,0.552,0.481,0.512,0.357
3960,0,0.831,0.832,0.173,0.629,0.516,0.5,0.428,0.357
3961,0,0.838,0.832,0.181,0.769,0.761,0.614,0.493,0.321
3962,1,0.872,0.874,0.173,0.761,0.722,0.502,0.581,0.321
3963,2,0.264,0.252,0.066,0.041,0.039,0.04,0.029,0.107
3964,2,0.264,0.227,0.053,0.034,0.029,0.022,0.028,0.143
3965,2,0.297,0.277,0.062,0.048,0.038,0.038,0.033,0.179
3966,2,0.297,0.277,0.058,0.045,0.034,0.036,0.033,0.179
3967,2,0.324,0.294,0.062,0.057,0.041,0.052,0.043,0.179
3968,2,0.405,0.395,0.084,0.101,0.082,0.079,0.078,0.179
3969,2,0.412,0.412,0.08,0.097,0.111,0.082,0.08,0.179
3970,2,0.419,0.387,0.08,0.087,0.062,0.086,0.068,0.179
3971,2,0.439,0.403,0.084,0.089,0.074,0.075,0.064,0.179
3972,0,0.459,0.437,0.106,0.141,0.133,0.114,0.095,0.25
3973,2,0.459,0.462,0.088,0.138,0.129,0.099,0.101,0.214
3974,2,0.466,0.445,0.102,0.144,0.138,0.122,0.103,0.25
3975,2,0.493,0.462,0.119,0.144,0.109,0.132,0.117,0.179
3976,2,0.507,0.496,0.119,0.174,0.148,0.124,0.139,0.214
3977,2,0.541,0.496,0.106,0.173,0.136,0.171,0.133,0.214
3978,0,0.554,0.563,0.106,0.211,0.168,0.176,0.167,0.25
3979,0,0.568,0.538,0.102,0.22,0.189,0.188,0.153,0.179
3980,1,0.608,0.597,0.102,0.274,0.279,0.214,0.178,0.214
3981,0,0.662,0.672,0.133,0.346,0.298,0.269,0.273,0.25
3982,2,0.682,0.639,0.133,0.315,0.243,0.253,0.249,0.179
3983,1,0.689,0.664,0.111,0.309,0.238,0.273,0.223,0.179
3984,0,0.709,0.689,0.137,0.446,0.419,0.323,0.327,0.321
3985,0,0.75,0.714,0.164,0.428,0.356,0.336,0.319,0.357
3986,1,0.77,0.79,0.15,0.485,0.412,0.372,0.337,0.321
3987,1,0.784,0.824,0.164,0.622,0.461,0.411,0.544,0.357
3988,0,0.797,0.773,0.146,0.49,0.417,0.397,0.342,0.25
3989,1,0.804,0.782,0.173,0.639,0.509,0.491,0.502,0.357
3990,0,0.804,0.765,0.177,0.564,0.45,0.506,0.447,0.321
3991,0,0.824,0.765,0.159,0.514,0.424,0.408,0.37,0.286
3992,0,0.845,0.916,0.204,0.709,0.544,0.532,0.572,0.321
3993,0,0.872,0.916,0.208,0.792,0.661,0.54,0.617,0.393
3994,2,0.149,0.134,0.04,0.011,0.007,0.008,0.008,0.107
3995,2,0.23,0.202,0.049,0.027,0.026,0.023,0.018,0.143
3996,2,0.324,0.294,0.0,0.047,0.038,0.037,0.348,0.179
3997,2,0.385,0.361,0.08,0.073,0.065,0.051,0.06,0.179
3998,2,0.405,0.378,0.071,0.078,0.077,0.056,0.053,0.179
3999,2,0.459,0.429,0.084,0.12,0.121,0.074,0.081,0.179
4000,2,0.514,0.496,0.119,0.189,0.191,0.112,0.131,0.214
4001,2,0.547,0.496,0.093,0.224,0.236,0.167,0.133,0.179
4002,2,0.554,0.538,0.111,0.198,0.168,0.176,0.15,0.25
4003,2,0.588,0.563,0.111,0.211,0.196,0.166,0.153,0.25
4004,0,0.601,0.571,0.111,0.205,0.172,0.166,0.168,0.321
4005,1,0.649,0.63,0.124,0.267,0.236,0.241,0.199,0.286
